Facility ID,"Patients who gave a rating of ""6"" or lower (low)","Patients who gave a rating of ""7"" or ""8"" (medium)","Patients who gave a rating of ""9"" or ""10"" (high)","Doctors ""always"" communicated well","Doctors ""always"" explained things so they could understand","Doctors ""always"" listened carefully","Doctors ""always"" treated them with courtesy and  respect","Doctors ""sometimes"" or ""never"" communicated well","Doctors ""sometimes"" or ""never"" explained things so they could understand","Doctors ""sometimes"" or ""never"" listened carefully","Doctors ""sometimes"" or ""never"" treated them with courtesy and  respect","Doctors ""usually""  treated them with courtesy and  respect","Doctors ""usually"" communicated well","Doctors ""usually"" explained things so they could understand","Doctors ""usually"" listened carefully"
140054.0,10.0,30.0,60.0,74.0,66.0,72.0,83.0,9.0,11.0,10.0,6.0,11.0,17.0,23.0,18.0
140059.0,6.0,22.0,72.0,81.0,77.0,81.0,86.0,3.0,4.0,3.0,2.0,12.0,16.0,19.0,16.0
140062.0,10.0,27.0,63.0,76.0,70.0,74.0,85.0,5.0,8.0,6.0,3.0,12.0,19.0,22.0,20.0
140063.0,12.0,25.0,63.0,79.0,76.0,77.0,84.0,5.0,6.0,5.0,4.0,12.0,16.0,18.0,18.0
140064.0,12.0,21.0,67.0,77.0,72.0,75.0,85.0,6.0,7.0,7.0,5.0,10.0,17.0,21.0,18.0
140065.0,9.0,22.0,69.0,78.0,70.0,76.0,87.0,4.0,6.0,5.0,3.0,10.0,18.0,24.0,19.0
140067.0,13.0,25.0,62.0,74.0,68.0,72.0,81.0,7.0,8.0,7.0,4.0,15.0,19.0,24.0,21.0
140068.0,27.0,27.0,46.0,70.0,67.0,70.0,74.0,13.0,14.0,12.0,13.0,13.0,17.0,19.0,18.0
140077.0,9.0,38.0,53.0,82.0,73.72244205765969,77.30949689089881,85.2984737139627,3.0,6.391464104013567,5.745053702656868,3.671848501978519,11.02967778405879,15.0,19.886093838326737,16.945449406444318
140080.0,12.0,26.0,62.0,69.0,64.0,68.0,76.0,10.0,12.0,11.0,8.0,16.0,21.0,24.0,21.0
140082.0,22.0,25.0,53.0,72.0,69.0,69.0,79.0,9.0,11.0,10.0,6.0,15.0,19.0,20.0,21.0
140083.0,28.0,25.0,47.0,62.0,73.72244205765969,77.30949689089881,85.2984737139627,20.0,6.391464104013567,5.745053702656868,3.671848501978519,11.02967778405879,18.0,19.886093838326737,16.945449406444318
140084.0,16.0,32.0,52.0,72.0,67.0,70.0,79.0,10.0,12.0,12.0,8.0,13.0,18.0,21.0,18.0
140088.0,8.0,19.0,73.0,81.0,76.0,80.0,86.0,5.0,6.0,5.0,4.0,10.0,14.0,18.0,15.0
140089.0,5.0,25.0,70.0,81.0,79.0,80.0,86.0,4.0,3.0,5.0,4.0,10.0,15.0,18.0,15.0
140091.0,7.0,22.0,71.0,75.0,68.0,73.0,84.0,6.0,8.0,6.0,4.0,12.0,19.0,24.0,21.0
140093.0,17.0,26.0,57.0,72.0,66.0,69.0,81.0,9.0,11.0,10.0,6.0,13.0,19.0,23.0,21.0
140095.0,12.0,25.0,63.0,75.0,69.0,73.0,82.0,7.0,8.0,8.0,5.0,13.0,18.0,23.0,19.0
140100.0,2.0,4.0,94.0,92.0,86.0,94.0,96.0,1.0,3.0,2.0,1.0,3.0,7.0,11.0,4.0
140101.0,5.0,20.0,75.0,78.0,73.0,75.0,86.0,4.0,5.0,5.0,2.0,12.0,18.0,22.0,20.0
140103.0,19.0,29.0,52.0,70.0,66.0,68.0,75.0,14.0,16.0,16.0,9.0,16.0,16.0,18.0,16.0
140110.0,8.0,23.0,69.0,80.0,75.0,78.0,86.0,5.0,5.0,6.0,3.0,11.0,15.0,20.0,16.0
140113.0,6.0,24.0,70.0,77.0,72.0,74.0,84.0,5.0,5.0,8.0,3.0,13.0,18.0,23.0,18.0
140114.0,13.0,25.0,62.0,76.0,71.0,74.0,82.0,8.0,11.0,9.0,6.0,12.0,16.0,18.0,17.0
140115.0,14.0,20.0,66.0,72.0,66.0,71.0,77.0,11.0,16.0,10.0,9.0,14.0,17.0,18.0,19.0
140116.0,8.0,21.0,71.0,77.0,71.0,76.0,84.0,5.0,7.0,6.0,3.0,13.0,18.0,22.0,18.0
140117.0,10.0,26.0,64.0,74.0,68.0,73.0,81.0,5.0,8.0,4.0,3.0,16.0,21.0,24.0,23.0
140119.0,6.0,17.0,77.0,79.0,74.0,78.0,85.0,5.0,6.0,5.0,3.0,12.0,16.0,20.0,17.0
140120.0,10.0,29.0,61.0,81.0,74.0,81.0,89.0,4.0,5.0,4.0,2.0,9.0,15.0,21.0,15.0
140122.0,9.0,23.0,68.0,77.0,72.0,75.0,86.0,4.0,5.0,5.0,3.0,11.0,19.0,23.0,20.0
140124.0,13.0,24.0,63.0,75.0,70.0,74.0,82.0,7.0,8.0,8.0,5.0,13.0,18.0,22.0,18.0
140125.0,28.0,29.0,43.0,65.0,62.0,64.0,71.0,15.0,16.0,16.0,12.0,17.0,20.0,22.0,20.0
140127.0,6.0,18.0,76.0,79.0,75.0,75.0,88.0,5.0,6.0,6.0,2.0,10.0,16.0,19.0,19.0
140130.0,6.0,19.0,75.0,80.0,74.0,80.0,86.0,4.0,4.0,4.0,2.0,12.0,16.0,22.0,16.0
140133.0,27.0,30.0,43.0,67.0,64.0,65.0,71.0,14.0,12.0,15.0,13.0,16.0,19.0,24.0,20.0
140135.0,10.0,28.0,62.0,74.0,69.0,71.0,82.0,6.0,7.0,7.0,5.0,13.0,20.0,24.0,22.0
140137.0,12.0,21.0,67.0,80.0,73.72244205765969,77.30949689089881,85.2984737139627,4.0,6.391464104013567,5.745053702656868,3.671848501978519,11.02967778405879,16.0,19.886093838326737,16.945449406444318
140145.0,5.0,19.0,76.0,84.0,81.0,84.0,87.0,3.0,4.0,3.0,2.0,11.0,13.0,15.0,13.0
140147.0,7.0,27.0,66.0,81.0,77.0,77.0,88.0,2.0,3.0,3.0,1.0,11.0,17.0,20.0,20.0
140148.0,8.0,23.0,69.0,74.0,69.0,72.0,81.0,6.0,7.0,7.0,4.0,15.0,20.0,24.0,21.0
140150.0,11.0,23.0,66.0,75.0,69.0,74.0,83.0,5.0,6.0,5.0,3.0,14.0,20.0,25.0,21.0
140155.0,6.0,23.0,71.0,79.0,74.0,77.0,85.0,4.0,6.0,5.0,3.0,12.0,17.0,20.0,18.0
140158.0,17.0,28.0,55.0,74.0,71.0,73.0,78.0,11.0,13.0,12.0,9.0,13.0,15.0,16.0,15.0
140160.0,10.0,23.0,67.0,78.0,72.0,77.0,85.0,4.0,5.0,5.0,2.0,13.0,18.0,23.0,18.0
140161.0,9.0,16.0,75.0,83.0,75.0,81.0,92.0,3.0,3.0,3.0,1.0,7.0,14.0,22.0,16.0
140162.0,12.0,22.0,66.0,78.0,71.0,76.0,86.0,5.0,7.0,6.0,4.0,10.0,17.0,22.0,18.0
140164.0,9.0,23.0,68.0,79.0,73.0,77.0,86.0,4.0,6.0,3.0,3.0,11.0,17.0,21.0,20.0
140166.0,14.0,25.0,61.0,75.0,69.0,72.0,83.0,6.0,8.0,8.0,4.0,13.0,19.0,23.0,20.0
140172.0,13.0,25.0,62.0,70.0,63.0,68.0,80.0,7.0,9.0,8.0,5.0,15.0,23.0,28.0,24.0
140174.0,7.0,25.0,68.0,78.0,73.0,77.0,84.0,3.0,4.0,2.0,3.0,13.0,19.0,23.0,21.0
140177.0,43.0,26.0,31.0,63.0,58.0,62.0,67.0,23.0,27.0,20.0,23.0,10.0,14.0,15.0,18.0
140179.0,9.0,19.0,72.0,79.0,75.0,76.0,85.0,6.0,6.0,7.0,5.0,10.0,15.0,19.0,17.0
140180.0,10.0,24.0,66.0,77.0,72.0,76.0,83.0,5.0,7.0,5.0,4.0,13.0,18.0,21.0,19.0
140181.0,31.0,26.0,43.0,66.0,64.0,63.0,72.0,20.0,22.0,19.0,20.0,8.0,14.0,14.0,18.0
140182.0,10.0,24.0,66.0,74.0,68.0,72.0,82.0,6.0,8.0,6.0,4.0,14.0,20.0,24.0,22.0
140184.0,18.0,24.0,58.0,73.0,69.0,71.0,80.0,10.0,10.0,11.0,9.0,11.0,17.0,21.0,18.0
140185.0,5.0,21.0,74.0,80.0,76.0,79.0,86.0,4.0,5.0,4.0,3.0,11.0,16.0,19.0,17.0
140186.0,8.0,22.0,70.0,81.0,76.0,79.0,87.0,4.0,4.0,5.0,3.0,10.0,15.0,20.0,16.0
140187.0,6.0,15.0,79.0,80.0,74.0,79.0,87.0,4.0,6.0,5.0,3.0,10.0,16.0,20.0,16.0
140189.0,8.0,20.0,72.0,77.0,71.0,76.0,85.0,6.0,7.0,7.0,4.0,11.0,17.0,22.0,17.0
140191.0,26.0,30.0,44.0,67.0,61.0,67.0,75.0,10.0,12.0,12.0,5.0,20.0,23.0,27.0,21.0
140200.0,7.0,18.0,75.0,79.0,74.0,78.0,85.0,5.0,6.0,6.0,4.0,11.0,16.0,20.0,16.0
140202.0,9.0,22.0,69.0,76.0,71.0,74.0,82.0,6.0,7.0,7.0,4.0,14.0,18.0,22.0,19.0
140206.0,20.0,29.0,51.0,71.0,65.0,71.0,78.0,11.0,13.0,11.0,9.0,13.0,18.0,22.0,18.0
140208.0,10.0,24.0,66.0,77.0,72.0,76.0,83.0,5.0,6.0,7.0,3.0,14.0,18.0,22.0,17.0
140209.0,12.0,26.0,62.0,74.0,68.0,72.0,83.0,5.0,7.0,6.0,3.0,14.0,21.0,25.0,22.0
140210.0,10.0,25.0,65.0,81.0,75.0,79.0,88.0,4.0,4.0,4.0,3.0,9.0,15.0,21.0,17.0
140211.0,5.0,17.0,78.0,83.0,79.0,80.0,90.0,3.0,3.0,4.0,2.0,8.0,14.0,18.0,16.0
140213.0,5.0,20.0,75.0,75.0,69.0,74.0,82.0,7.0,9.0,8.0,5.0,13.0,18.0,22.0,18.0
140217.0,11.0,26.0,63.0,72.0,67.0,69.0,79.0,9.0,10.0,9.0,7.0,14.0,19.0,23.0,22.0
140223.0,11.0,21.0,68.0,77.0,71.0,76.0,84.0,6.0,8.0,7.0,5.0,11.0,17.0,21.0,17.0
140224.0,8.0,27.0,65.0,77.0,72.0,75.0,85.0,2.0,3.0,2.0,1.0,14.0,21.0,25.0,23.0
140228.0,11.0,26.0,63.0,72.0,66.0,70.0,79.0,8.0,10.0,9.0,5.0,16.0,20.0,24.0,21.0
140231.0,8.0,21.0,71.0,79.0,73.0,77.0,86.0,5.0,6.0,5.0,3.0,11.0,16.0,21.0,18.0
140233.0,10.0,24.0,66.0,77.0,70.0,75.0,85.0,5.0,6.0,5.0,3.0,12.0,18.0,24.0,20.0
140239.0,12.0,22.0,66.0,74.0,68.0,72.0,82.0,6.0,7.0,8.0,4.0,14.0,20.0,25.0,20.0
140242.0,7.0,12.0,81.0,80.0,74.0,79.0,86.0,5.0,5.0,5.0,4.0,10.0,15.0,21.0,16.0
140251.0,42.0,23.0,35.0,58.0,53.0,56.0,66.0,20.0,23.0,21.0,16.0,18.0,22.0,24.0,23.0
140252.0,12.0,22.0,66.0,75.0,69.0,73.0,83.0,7.0,8.0,7.0,4.0,13.0,18.0,23.0,20.0
140258.0,10.0,25.0,65.0,73.0,67.0,71.0,80.0,6.0,7.0,6.0,4.0,16.0,21.0,26.0,23.0
140275.0,15.0,25.0,60.0,71.0,63.0,71.0,79.0,9.0,12.0,8.0,6.0,15.0,20.0,25.0,21.0
140276.0,13.0,22.0,65.0,77.0,73.0,75.0,84.0,5.0,7.0,6.0,3.0,13.0,18.0,20.0,19.0
140280.0,14.0,29.0,57.0,74.0,64.0,75.0,83.0,6.0,8.0,7.0,5.0,12.0,20.0,28.0,18.0
140281.0,5.0,15.0,80.0,81.0,76.0,80.0,88.0,4.0,6.0,5.0,3.0,9.0,15.0,18.0,15.0
140286.0,7.0,20.0,73.0,80.0,75.0,79.0,88.0,4.0,5.0,4.0,3.0,9.0,16.0,20.0,17.0
140288.0,6.0,21.0,73.0,81.0,76.0,80.0,88.0,4.0,5.0,4.0,3.0,9.0,15.0,19.0,16.0
140289.0,8.0,19.0,73.0,79.0,77.0,78.0,82.0,3.0,3.0,3.0,4.0,14.0,18.0,20.0,19.0
140290.0,9.0,24.0,67.0,74.0,69.0,73.0,80.0,6.0,6.0,6.0,5.0,15.0,20.0,25.0,21.0
140291.0,7.0,20.0,73.0,76.0,71.0,75.0,84.0,5.0,7.0,6.0,3.0,13.0,19.0,22.0,19.0
140292.0,17.0,28.0,55.0,68.0,61.0,66.0,76.0,12.0,14.0,13.0,8.0,16.0,20.0,25.0,21.0
140294.0,5.0,18.0,77.0,82.0,78.0,80.0,86.0,5.0,4.0,4.0,5.0,9.0,13.0,18.0,16.0
140300.0,16.0,20.0,64.0,80.0,78.0,76.0,86.0,6.0,6.0,6.0,5.0,9.0,14.0,16.0,18.0
140304.0,15.0,22.0,63.0,74.0,70.0,71.0,80.0,7.0,9.0,8.0,5.0,15.0,19.0,21.0,21.0
141301.0,2.0,8.0,90.0,79.0,74.0,74.0,88.0,3.0,6.0,3.0,1.0,11.0,18.0,20.0,23.0
141302.0,1.0,2.0,97.0,96.0,93.0,95.0,100.0,0.0,1.0,0.0,0.0,0.0,4.0,6.0,5.0
141303.0,13.0,10.0,77.0,87.0,73.72244205765969,77.30949689089881,85.2984737139627,4.0,6.391464104013567,5.745053702656868,3.671848501978519,11.02967778405879,9.0,19.886093838326737,16.945449406444318
141305.0,1.0,16.0,83.0,88.0,83.0,90.0,92.0,1.0,1.0,1.0,1.0,7.0,11.0,16.0,9.0
141306.0,10.0,13.0,77.0,77.0,73.72244205765969,77.30949689089881,85.2984737139627,13.0,6.391464104013567,5.745053702656868,3.671848501978519,11.02967778405879,10.0,19.886093838326737,16.945449406444318
141307.0,2.0,13.0,85.0,87.0,84.0,85.0,93.0,1.0,1.0,3.0,0.0,7.0,12.0,15.0,12.0
141308.0,2.0,24.0,74.0,84.0,73.72244205765969,77.30949689089881,85.2984737139627,6.0,6.391464104013567,5.745053702656868,3.671848501978519,11.02967778405879,10.0,19.886093838326737,16.945449406444318
141309.0,1.0,10.0,89.0,82.0,82.0,82.0,81.0,5.0,6.0,5.0,5.0,14.0,13.0,12.0,13.0
141310.0,6.0,15.0,79.0,71.0,66.0,69.0,79.0,9.0,11.0,10.0,7.0,14.0,20.0,23.0,21.0
141311.0,10.0,21.0,69.0,82.0,77.0,78.0,91.0,2.0,3.0,3.0,1.0,8.0,16.0,20.0,19.0
141312.0,6.0,18.0,76.0,81.0,75.0,79.0,88.0,3.0,6.0,3.0,0.0,12.0,16.0,19.0,18.0
141315.0,2.0,20.0,78.0,82.0,78.0,84.0,85.0,2.0,2.0,3.0,2.0,13.0,16.0,20.0,13.0
141316.0,3.0,11.0,86.0,84.0,79.0,84.0,89.0,1.0,1.0,3.0,0.0,11.0,15.0,20.0,13.0
141317.0,3.0,17.0,80.0,83.0,75.0,82.0,91.0,2.0,2.0,4.0,1.0,8.0,15.0,23.0,14.0
141318.0,3.0,16.0,81.0,87.0,81.0,90.0,89.0,5.0,7.0,5.0,4.0,7.0,8.0,12.0,5.0
141319.0,2.0,19.0,79.0,84.0,76.0,86.0,91.0,3.0,3.0,2.0,3.0,6.0,13.0,21.0,12.0
141320.0,6.0,21.0,73.0,86.0,83.0,86.0,90.0,4.0,5.0,5.0,4.0,6.0,10.0,12.0,9.0
141322.0,5.0,11.0,84.0,76.0,77.0,76.0,77.0,6.0,5.0,5.0,7.0,16.0,18.0,18.0,19.0
141323.0,7.0,11.0,82.0,83.0,73.72244205765969,77.30949689089881,85.2984737139627,6.0,6.391464104013567,5.745053702656868,3.671848501978519,11.02967778405879,11.0,19.886093838326737,16.945449406444318
141324.0,2.0,15.0,83.0,89.0,88.0,88.0,92.0,1.0,2.0,2.0,2.0,6.0,10.0,10.0,10.0
141325.0,1.0,16.0,83.0,83.0,83.0,80.0,85.0,2.0,4.0,1.0,2.0,13.0,15.0,13.0,19.0
141326.0,0.0,25.0,75.0,85.0,79.0,82.0,93.0,3.0,4.0,2.0,2.0,5.0,12.0,17.0,16.0
141327.0,1.0,10.0,89.0,91.0,89.0,91.0,92.0,4.0,4.0,5.0,3.0,5.0,5.0,7.0,4.0
141328.0,5.0,22.0,73.0,91.0,73.72244205765969,77.30949689089881,85.2984737139627,2.0,6.391464104013567,5.745053702656868,3.671848501978519,11.02967778405879,7.0,19.886093838326737,16.945449406444318
141331.0,3.0,18.0,79.0,88.0,73.72244205765969,77.30949689089881,85.2984737139627,3.0,6.391464104013567,5.745053702656868,3.671848501978519,11.02967778405879,9.0,19.886093838326737,16.945449406444318
141332.0,1.0,21.0,78.0,83.0,76.0,84.0,88.0,3.0,3.0,5.0,1.0,11.0,14.0,21.0,11.0
141334.0,3.0,10.0,87.0,88.0,86.0,85.0,93.0,1.0,1.0,1.0,0.0,7.0,11.0,13.0,14.0
141335.0,8.0,14.0,78.0,83.0,78.0,81.0,89.0,4.0,4.0,4.0,3.0,8.0,13.0,18.0,15.0
141336.0,3.0,14.0,83.0,87.0,84.0,85.0,92.0,2.0,2.0,2.0,1.0,7.0,11.0,14.0,13.0
141337.0,7.0,20.0,73.0,79.0,76.0,78.0,83.0,6.0,8.0,6.0,5.0,12.0,15.0,16.0,16.0
141338.0,2.0,24.0,74.0,93.0,73.72244205765969,77.30949689089881,85.2984737139627,2.0,6.391464104013567,5.745053702656868,3.671848501978519,11.02967778405879,5.0,19.886093838326737,16.945449406444318
141339.0,2.0,5.0,93.0,79.0,75.0,74.0,87.0,3.0,4.0,4.0,2.0,11.0,18.0,21.0,22.0
141340.0,4.0,16.0,80.0,83.0,76.0,83.0,89.0,4.0,5.0,6.0,1.0,10.0,13.0,19.0,11.0
141341.0,3.0,12.0,85.0,77.0,70.0,77.0,83.0,3.0,5.0,3.0,1.0,16.0,20.0,25.0,20.0
141342.0,9.0,27.0,64.0,90.0,85.0,91.0,93.0,4.0,6.0,4.0,2.0,5.0,6.0,9.0,5.0
141343.0,2.0,15.0,83.0,83.0,79.0,86.0,85.0,3.0,3.0,4.0,3.0,12.0,14.0,18.0,10.0
141344.0,3.0,14.0,83.0,90.0,73.72244205765969,77.30949689089881,85.2984737139627,2.0,6.391464104013567,5.745053702656868,3.671848501978519,11.02967778405879,8.0,19.886093838326737,16.945449406444318
141345.0,7.0,16.0,77.0,80.0,78.0,78.0,84.0,2.0,5.0,2.0,1.0,15.0,18.0,17.0,20.0
141346.0,5.0,17.0,78.0,90.0,88.0,90.0,94.0,1.0,2.0,1.0,0.0,6.0,9.0,10.0,9.0
141347.0,4.0,14.0,82.0,83.0,85.0,76.0,88.0,1.0,1.0,1.0,2.0,10.0,16.0,14.0,23.0
141348.0,2.0,18.0,80.0,81.0,77.0,80.0,87.0,3.0,4.0,4.0,3.0,10.0,16.0,19.0,16.0
141349.0,10.0,17.0,73.0,86.0,73.72244205765969,77.30949689089881,85.2984737139627,2.0,6.391464104013567,5.745053702656868,3.671848501978519,11.02967778405879,12.0,19.886093838326737,16.945449406444318
141350.0,2.0,20.0,78.0,87.0,86.0,82.0,92.0,3.0,3.0,4.0,2.0,6.0,10.0,11.0,14.0
141351.0,4.0,18.0,78.0,86.0,79.0,85.0,94.0,2.0,3.0,3.0,2.0,4.0,12.0,18.0,12.0
150001.0,7.0,17.0,76.0,82.0,77.0,82.0,87.0,3.0,2.0,4.0,3.0,10.0,15.0,21.0,14.0
150002.0,18.0,27.0,55.0,72.0,68.0,71.0,77.0,8.0,10.0,9.0,6.0,17.0,20.0,22.0,20.0
150005.0,4.0,12.0,84.0,83.0,79.0,83.0,89.0,4.0,4.0,4.0,3.0,8.0,13.0,17.0,13.0
150006.0,8.0,21.0,71.0,75.0,69.0,73.0,84.0,6.0,9.0,6.0,4.0,12.0,19.0,22.0,21.0
150007.0,5.0,19.0,76.0,77.0,71.0,75.0,86.0,4.0,6.0,4.0,2.0,12.0,19.0,23.0,21.0
150008.0,11.0,25.0,64.0,73.0,70.0,71.0,80.0,7.0,10.0,7.0,5.0,15.0,20.0,20.0,22.0
150009.0,16.0,29.0,55.0,70.0,64.0,68.0,78.0,8.0,9.0,8.0,5.0,17.0,22.0,27.0,24.0
150010.0,9.0,21.0,70.0,79.0,74.0,77.0,84.0,4.0,5.0,4.0,3.0,13.0,17.0,21.0,19.0
150011.0,11.0,25.0,64.0,76.0,71.0,75.0,82.0,6.0,8.0,7.0,5.0,13.0,18.0,21.0,18.0
150012.0,11.0,22.0,67.0,74.0,66.0,71.0,83.0,7.0,9.0,8.0,4.0,13.0,19.0,25.0,21.0
150015.0,7.0,21.0,72.0,75.0,69.0,73.0,82.0,6.0,9.0,6.0,4.0,14.0,19.0,22.0,21.0
150017.0,11.0,26.0,63.0,74.0,67.0,73.0,82.0,6.0,8.0,7.0,4.0,14.0,20.0,25.0,20.0
150018.0,9.0,24.0,67.0,77.0,71.0,74.0,86.0,5.0,6.0,5.0,2.0,12.0,18.0,23.0,21.0
150021.0,5.0,20.0,75.0,72.0,66.0,71.0,80.0,6.0,8.0,6.0,3.0,17.0,22.0,26.0,23.0
150022.0,6.0,28.0,66.0,81.0,76.0,79.0,87.0,6.0,9.0,7.0,1.0,12.0,13.0,15.0,14.0
150023.0,12.0,23.0,65.0,72.0,65.0,70.0,82.0,6.0,8.0,7.0,4.0,14.0,22.0,27.0,23.0
150024.0,7.0,20.0,73.0,78.0,71.0,78.0,86.0,5.0,7.0,6.0,3.0,11.0,17.0,22.0,16.0
150026.0,5.0,19.0,76.0,82.0,75.0,81.0,89.0,3.0,3.0,3.0,2.0,9.0,15.0,22.0,16.0
150030.0,8.0,16.0,76.0,81.0,74.0,81.0,87.0,4.0,5.0,5.0,3.0,10.0,15.0,21.0,14.0
150034.0,8.0,19.0,73.0,78.0,73.0,75.0,86.0,6.0,6.0,8.0,5.0,9.0,16.0,21.0,17.0
150035.0,13.0,28.0,59.0,73.0,67.0,70.0,82.0,7.0,8.0,8.0,5.0,13.0,20.0,25.0,22.0
150037.0,5.0,20.0,75.0,78.0,73.0,77.0,85.0,4.0,4.0,5.0,4.0,11.0,18.0,23.0,18.0
150042.0,9.0,22.0,69.0,77.0,72.0,74.0,84.0,6.0,7.0,6.0,5.0,11.0,17.0,21.0,20.0
150044.0,8.0,21.0,71.0,73.0,68.0,71.0,81.0,7.0,8.0,8.0,4.0,15.0,20.0,24.0,21.0
150045.0,4.0,20.0,76.0,74.0,66.0,71.0,84.0,5.0,3.0,6.0,5.0,11.0,21.0,31.0,23.0
150046.0,13.0,19.0,68.0,77.0,72.0,75.0,83.0,7.0,8.0,8.0,5.0,12.0,16.0,20.0,17.0
150047.0,2.0,15.0,83.0,85.0,82.0,84.0,90.0,2.0,2.0,1.0,1.0,9.0,13.0,16.0,15.0
150048.0,11.0,24.0,65.0,72.0,64.0,70.0,81.0,8.0,9.0,8.0,5.0,14.0,20.0,27.0,22.0
150051.0,13.0,22.0,65.0,79.0,75.0,77.0,85.0,5.0,6.0,5.0,3.0,12.0,16.0,19.0,18.0
150056.0,14.0,24.0,62.0,76.0,70.0,75.0,85.0,6.0,7.0,7.0,3.0,12.0,18.0,23.0,18.0
150057.0,7.0,14.0,79.0,84.0,79.0,83.0,90.0,3.0,4.0,3.0,2.0,8.0,13.0,17.0,14.0
150058.0,7.0,24.0,69.0,78.0,74.0,75.0,86.0,4.0,5.0,4.0,2.0,12.0,18.0,21.0,21.0
150059.0,6.0,14.0,80.0,79.0,73.0,78.0,85.0,3.0,4.0,2.0,2.0,13.0,18.0,23.0,20.0
150061.0,6.0,26.0,68.0,82.0,78.0,81.0,87.0,4.0,5.0,6.0,2.0,11.0,14.0,17.0,13.0
150065.0,8.0,17.0,75.0,78.0,70.0,79.0,86.0,4.0,6.0,4.0,2.0,12.0,18.0,24.0,17.0
150069.0,9.0,20.0,71.0,81.0,74.0,79.0,90.0,2.0,3.0,2.0,2.0,8.0,17.0,23.0,19.0
150072.0,5.0,19.0,76.0,84.0,79.0,81.0,90.0,1.0,1.0,1.0,0.0,10.0,15.0,20.0,18.0
150074.0,5.0,15.0,80.0,80.0,74.0,79.0,87.0,4.0,5.0,4.0,3.0,10.0,16.0,21.0,17.0
150075.0,6.0,18.0,76.0,83.0,77.0,82.0,90.0,2.0,3.0,3.0,1.0,9.0,15.0,20.0,15.0
150076.0,8.0,19.0,73.0,77.0,72.0,76.0,85.0,5.0,6.0,6.0,4.0,11.0,18.0,22.0,18.0
150082.0,9.0,20.0,71.0,77.0,71.0,76.0,85.0,5.0,6.0,6.0,3.0,12.0,18.0,23.0,18.0
150084.0,10.0,23.0,67.0,78.0,72.0,78.0,84.0,5.0,6.0,6.0,3.0,13.0,17.0,22.0,16.0
150086.0,5.0,19.0,76.0,81.0,75.0,80.0,88.0,3.0,3.0,3.0,2.0,10.0,16.0,22.0,17.0
150088.0,10.0,22.0,68.0,77.0,71.0,75.0,83.0,6.0,8.0,6.0,3.0,14.0,17.0,21.0,19.0
150089.0,13.0,27.0,60.0,74.0,67.0,73.0,83.0,6.0,7.0,7.0,4.0,13.0,20.0,26.0,20.0
150090.0,12.0,24.0,64.0,74.0,68.0,71.0,82.0,5.0,7.0,6.0,4.0,14.0,21.0,25.0,23.0
150091.0,4.0,18.0,78.0,74.0,68.0,73.0,81.0,6.0,7.0,5.0,5.0,14.0,20.0,25.0,22.0
150097.0,9.0,20.0,71.0,80.0,74.0,79.0,87.0,5.0,5.0,6.0,3.0,10.0,15.0,21.0,15.0
150100.0,8.0,18.0,74.0,79.0,73.0,77.0,87.0,4.0,6.0,4.0,3.0,10.0,17.0,21.0,19.0
150101.0,2.0,16.0,82.0,75.0,70.0,74.0,81.0,5.0,6.0,5.0,3.0,16.0,20.0,24.0,21.0
150102.0,6.0,14.0,80.0,81.0,78.0,79.0,85.0,4.0,4.0,5.0,4.0,11.0,15.0,18.0,16.0
150104.0,3.0,21.0,76.0,84.0,77.0,83.0,91.0,3.0,4.0,4.0,1.0,8.0,13.0,19.0,13.0
150109.0,6.0,21.0,73.0,75.0,68.0,74.0,83.0,6.0,8.0,8.0,4.0,13.0,19.0,24.0,18.0
150112.0,7.0,25.0,68.0,77.0,71.0,76.0,84.0,4.0,5.0,4.0,3.0,13.0,19.0,24.0,20.0
150113.0,6.0,18.0,76.0,81.0,75.0,80.0,89.0,4.0,5.0,5.0,4.0,7.0,15.0,20.0,15.0
150115.0,4.0,16.0,80.0,84.0,79.0,84.0,88.0,2.0,2.0,3.0,2.0,10.0,14.0,19.0,13.0
150125.0,9.0,19.0,72.0,73.0,67.0,72.0,80.0,7.0,8.0,8.0,6.0,14.0,20.0,25.0,20.0
150126.0,10.0,23.0,67.0,76.0,71.0,74.0,83.0,6.0,7.0,7.0,4.0,13.0,18.0,22.0,19.0
150128.0,6.0,23.0,71.0,76.0,68.0,74.0,86.0,5.0,6.0,6.0,3.0,11.0,19.0,26.0,20.0
150133.0,10.0,22.0,68.0,77.0,71.0,77.0,84.0,5.0,6.0,5.0,4.0,12.0,18.0,23.0,18.0
150146.0,6.0,18.0,76.0,75.0,71.0,72.0,82.0,6.0,8.0,7.0,4.0,14.0,19.0,21.0,21.0
150149.0,4.0,9.0,87.0,83.0,77.0,83.0,89.0,4.0,6.0,4.0,3.0,8.0,13.0,17.0,13.0
150150.0,6.0,22.0,72.0,76.0,70.0,76.0,84.0,5.0,5.0,5.0,3.0,13.0,19.0,25.0,19.0
150153.0,3.0,12.0,85.0,85.0,78.0,85.0,90.0,3.0,4.0,3.0,1.0,9.0,12.0,18.0,12.0
150157.0,9.0,19.0,72.0,81.0,75.0,81.0,86.0,3.0,4.0,3.0,2.0,12.0,16.0,21.0,16.0
150158.0,8.0,20.0,72.0,79.0,73.0,78.0,85.0,6.0,8.0,7.0,4.0,11.0,15.0,19.0,15.0
